id,hiragana,hinmoku,kubun,kubun2,note
2636,ばけつ(きんぞくせい),バケツ(金属製),金属,金属,
2637,ばけつがたせんたくき,バケツ型洗濯機,金属,金属,
2638,はこ（かみせい）,箱（紙製）,燃やせるゴミ,可燃,
2639,はこ（きんぞくせい）,箱（金属製）,金属,金属,
2640,はこ（がらすせい・とうきせい）,箱（ガラス製・陶器製）,燃やせないごみ,不燃,
2641,はこ（ぷらすちっくせい）,箱（プラスチック製）,その他プラスチック,他プラ,
2642,はこ（もくせい・たけせい）,箱（木製・竹製）,燃やせるゴミ,可燃,
2643,はごいた,羽子板,燃やせるゴミ,可燃,
2644,はざい,端材,燃やせるゴミ,可燃,
2645,はさみ,ハサミ,金属,金属,刃部分を紙等で包み、「刃物」と表示して出す。
2646,はし,箸,燃やせるゴミ,可燃,
2647,はし（きんぞくせい）,箸（金属製）,金属,金属,
2648,はし（ぷらすちっくせい）,箸（プラスチック製）,その他プラスチック,他プラ,
2649,はしおき（がらすせい・とうきせい）,箸置き（ガラス製・陶器製）,燃やせないごみ,不燃,
2650,はしおき（もくせい）,箸置き（木製）,燃やせるゴミ,可燃,
2651,はしおき（ぷらすちっくせい）,箸置き（プラスチック製）,その他プラスチック,他プラ,
2652,はしご（もくせい）,はしご（木製）,燃やせるゴミ,可燃,１ｍ以内にできなければ津市リサイクルセンターへ自己搬入。（ごみ分別ガイドブック７ページ参照）。
2653,はしご（きんぞくせい）,はしご（金属製）,金属,金属,
2654,はしたて（きんぞくせい）,箸立て（金属製）,金属,金属,
2655,はしたて（もくせい）,箸立て（木製）,燃やせるゴミ,可燃,
2656,はしたて（ぷらすちっくせい）,箸立て（プラスチック製）,その他プラスチック,他プラ,
2657,はしばこ（もくせい）,箸箱（木製）,燃やせるゴミ,可燃,
2658,はしばこ（ぷらすちっくせい）,箸箱（プラスチック製）,その他プラスチック,他プラ,
2659,はしぶくろ（ぬのせい）,箸袋（布製）,燃やせるゴミ,可燃,
2660,はしぶくろ（かみせい）,箸袋（紙製）,燃やせるゴミ,可燃,
2661,ぱそこん（ぱそこんようでぃすぷれいをふくむ）,パソコン（パソコン用ディスプレイを含む）,エコ,エコ,"メーカーに回収を依頼。
エコ・ステーションもしくは、各窓口へ持ち込み（ごみ分別ガイドブック２８ページ参照）。"
2662,ばすけっとごーる,バスケットゴール,金属,金属,
2663,ぱすたぽっと（きんぞくせい）,パスタポット（金属製）,金属,金属,
2664,ぱすたぽっと（ぷらすちっくせい）,パスタポット（プラスチック製）,その他プラスチック,他プラ,
2665,ばすたおる,バスタオル,衣類・布類,衣類・布類,
2666,ぱすたましん,パスタマシン,金属,金属,
2667,ぱすてる（くれよん）,パステル（クレヨン）,燃やせるゴミ,可燃,
2668,ぱすぽーと,パスポート,燃やせるゴミ,可燃,
2669,ばすぽりっしゃー（じゅうでんしき）,バスポリッシャー（充電式）,金属,金属,電池は取り外して「危険ごみ」。
2670,ばすぽんぷ,バスポンプ,金属,金属,
2671,ばすりりー,バスリリー,その他プラスチック,他プラ,
2672,ぱずる（かみせい）,パズル（紙製）,燃やせるゴミ,可燃,
2673,ぱずる（ぷらすちっくせい）,パズル（プラスチック製）,その他プラスチック,他プラ,
2674,ばすろーぶ,バスローブ,衣類・布類,衣類・布類,
2675,ぱそこんすたんど,パソコンスタンド,金属,金属,
2676,ぱそこんきーぼーど,パソコンキーボード,金属,金属,
2677,ぱそこんもにたー,パソコンモニター,エコ,エコ,
2678,ぱそこんらっく（もくせい）,パソコンラック（木製）,燃やせるゴミ,可燃,
2679,ぱそこんらっく（きんぞくせい）,パソコンラック（金属製）,金属,金属,
2680,ぱそこんそふと,パソコンソフト,その他プラスチック,他プラ,
2681,ぱそこんですく（もくせい）,パソコンデスク（木製）,燃やせるゴミ,可燃,
2682,ぱそこんですく（きんぞくせい）,パソコンデスク（金属製）,金属,金属,
2683,ぱそこんぱーつ,パソコンパーツ,金属,金属,
2684,ぱそこんようばってりー,パソコン用バッテリー,危険,危険,
2685,はた,旗,燃やせるゴミ,可燃,
2686,ばたーのはこ（かみせい）,バターの箱（紙製）,雑誌・雑紙,雑誌・雑紙,
2687,ばたー・ちーずのつつみがみ（ぎんがみ・あるみはく）,バター・チーズの包み紙（銀紙・アルミ箔）,燃やせるゴミ,可燃,
2688,ばたーがはいるてはんばいするれるているたようき（ぷらすちっくせい）,バターが入って販売されていた容器（プラスチック製）,容器包装プラスチック,容プラ,中身は取り除く。汚れが取れない物は「可燃」。
2689,ばたーけーす（もくせい）,バターケース（木製）,燃やせるゴミ,可燃,
2690,ばたーけーす（ぷらすちっくせい）,バターケース（プラスチック製）,その他プラスチック,他プラ,
2691,ばたーないふ,バターナイフ,金属,金属,
2692,はだかけふとん,肌掛け布団,燃やせるゴミ,可燃,
2693,はたき,ハタキ,その他プラスチック,他プラ,
2694,はち（とうじきせい）,鉢（陶磁器製）,燃やせないごみ,不燃,
2695,はち（ぷらすちっくせい）,鉢（プラスチック製）,その他プラスチック,他プラ,
2696,ばち,ばち,燃やせるゴミ,可燃,
2697,はちのす,ハチの巣,燃やせるゴミ,可燃,
2698,はちまき,はちまき,燃やせるゴミ,可燃,
2699,はちみつのようき（ぷらすちっくせい）,はちみつの容器（プラスチック製）,容器包装プラスチック,容プラ,中身は取り除く。汚れが取れない物は「可燃」。
2700,はちみつのようき（がらすせい）,はちみつの容器（ガラス製）,びん,びん,中身は取り除く。
2701,ぱちんこだい（かていからでるたもの）,パチンコ台（家庭から出た物）,金属,金属,
2702,ぱちんこだま（かていようぱちんこだいでつかうもの）,パチンコ玉（家庭用パチンコ台で使うもの）,金属,金属,
2703,はつえんとう（しようずみ）,発煙筒（使用済み）,燃やせるゴミ,可燃,水で湿らせる。
2704,はつえんとう（みしよう）,発煙筒（未使用）,処理困難物,処理困難物,"販売店または専門の処理業者へ依頼。
使用して水で湿らせて「可燃」。"
2705,ぱっきん,パッキン,燃やせるゴミ,可燃,
2706,ぱっきんぐろーぶ,パッキングローブ,燃やせるゴミ,可燃,
2707,ばっぐ・かばんのひも（きんぞくせい）,バッグ・鞄の紐（金属製）,金属,金属,
2708,ばっぐ・かばんのひも（かわせい・ぬのせい）,バッグ・鞄の紐（革製・布製）,燃やせるゴミ,可燃,
2709,ばっぐ・かばんのひも（びにーるせい）,バッグ・鞄の紐（ビニール製）,その他プラスチック,他プラ,
2710,ばっぐきゃりあ（ぬのせい）,バッグキャリア（布製）,燃やせるゴミ,可燃,
2711,ばっぐきゃりあ（ぷらすちっくせい）,バッグキャリア（プラスチック製）,その他プラスチック,他プラ,
2712,ばっぐぐりっぷ,バッググリップ,燃やせるゴミ,可燃,
2713,ばっくはんがー（きんぞくせい）,バックハンガー（金属製）,金属,金属,
2714,ばっくはんがー（ぷらすちっくせい）,バックハンガー（プラスチック製）,その他プラスチック,他プラ,
2715,ばっくる（べるとのかなぐ）,バックル（ベルトの金具）,金属,金属,
2716,ばってりー（くるま）,バッテリー（車）,処理困難物,処理困難物,
2717,ばってりー（ぼうさいようとう）,バッテリー（防災用等）,危険,危険,
2718,ばってりー（けいたいでんわ・ぱそこん・でじかめ・じゅうでんしきろぼっとそうじき・でんどうこうぐようとう）,バッテリー（携帯電話・パソコン・デジカメ・充電式ロボット掃除機・電動工具用等）,危険,危険,
2719,ばってりー（じどうしゃ・ばいく・のうきぐなど）,バッテリー（自動車・バイク・農機具など）,処理困難物,処理困難物,販売店または専門の処理業者（ガソリンスタンド等）へ依頼。
2720,ばってりーすたーたー,バッテリースターター,金属,金属,
2721,ばってりーちぇっかー,バッテリーチェッカー,金属,金属,
2722,ばってりーでんかいえき（きりゅうさん）,バッテリー電解液（希硫酸）,処理困難物,処理困難物,
2723,はつでんき,発電機,金属,金属,燃料が残っている場合は、ごみ分別ガイドブック２３ページ参照。
2724,ぱっと（いるい）,パット（衣類）,燃やせるゴミ,可燃,
2725,ばっと（もくせい）,バット（木製）,燃やせるゴミ,可燃,
2726,ばっと（きんぞくせい）,バット（金属製）,金属,金属,
2727,ばっと（ちょうりよう、きんぞくせい）,バット（調理用、金属製）,金属,金属,
2728,ばっとけーす（ぬのせい）,バットケース（布製）,燃やせるゴミ,可燃,
2729,ばっとぼっくす,バットボックス,燃やせるゴミ,可燃,
2730,はつねつざい,発熱材,燃やせるゴミ,可燃,一度発熱させ、冷ましてから出す。
2731,はっぽううれたん,発泡ウレタン,燃やせるゴミ,可燃,
2732,はっぽうすちろーる（かんしょうざいなど）,発泡スチロール（緩衝材など）,容器包装プラスチック,容プラ,
2733,はっぽうすちろーる（だんねつざい）,発泡スチロール（断熱材）,処理困難物,処理困難物,
2734,はっぽうすちろーるかったー,発泡スチロールカッター,金属,金属,
2735,はっぽうすちろーるねっと（りんごなどのしょうひんをつつむているたもの）,発泡スチロールネット（リンゴなどの商品を包んでいたもの）,容器包装プラスチック,容プラ,
2736,はっぽうびーず,発泡ビーズ,その他プラスチック,他プラ,
2737,はっぽうぽりすちれんだんねつざい,発泡ポリスチレン断熱材,自己搬入,自己搬入,工作などで使用した物は「他プラ」、断熱として使用していた物は、津市リサイクルセンターへ自己搬入。
2738,はっぽうぽりすちれんしようじょう,発泡ポリスチレン使用畳,自己搬入,自己搬入,津市リサイクルセンターへ自己搬入。(ごみ分別ガイドブック２４ページ参照）。
